word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
машина	Здесь мерно стучали <b><i>машины,</i></b> встряхивая железные ящики с черной землей, шипел и свистел сжатый воздух, на вагонетках стояли готовые формы.	Так ли, сяк ли, урожай 1861 года был, хотя с страшными мучениями, перемолочен частию цепами, частию убогою <b><i>машиной.</i></b>	COMPARE	3.4	2	4	3	4	4
машина	Здесь мы опускаем историю несостоявшейся свадьбы с Уэллсом, когда Мура грозила Уэллсу, едучи с ним в такси, что выбросится на ходу из <b><i>машины,</i></b> если он будет настаивать на венчании.	Было еще темно, когда на Московском вокзале меня встретили два незнакомых сотрудника Физтеха, усадили в <b><i>машину</i></b> и повезли на Лесной.	LATER	4.0	4	4	4	4	4
машина	Или, может, о вашей -- Орландо, едем, куда скажет сеньор Филипп, -- кинула она через плечо, когда втроем -- капрал на два шага сзади -- они выходили из театра к <b><i>машине.</i></b>	Но понеже таким образом на полу верхней избы много ям чинится, которые хотя и наполнить можно, однако 39 <b><i>машина,</i></b> плоская кровля избы изобретена от господина Трушета, 1699, которая помянутый недостаток многих ям уничтожает.	COMPARE	2.2	2	4	1	3	1
машина	Информбюро капитан Навозов отправились на яшиной <b><i>машине</i></b> под Чернигов -- ходили еще вчера слухи, что он должен сегодня обязательно пасть.	Глаза тигра следили за воздушной <b><i>машиной.</i></b>	LATER	1.8	1	1	1	3	3
машина	Как только последние удары инструментов докончили русло канала, Драченов на <b><i>машине</i></b> понесся к лесоучастку.	Кто же это из действительно мыслящих людей верит в наше время в объективный, самой природе присущий нравственный порядок Для людей образованных в огромном большинстве их природа есть равнодушная <b><i>машина.</i></b>	COMPARE	1.0	1	1	1	1	1
машина	Мать ее Лукинична гнулась до потемок над швейной <b><i>машиной</i></b> -- помогала портнихе, взятой из станицы.	Старая <b><i>машина,</i></b> она, может, и сто долларов не стоит -- старьё.	LATER	1.6	1	1	3	2	1
машина	Миша, видимо, сбился с колеи, <b><i>машину</i></b> развернуло поперек дороги.	"Объявления Мазь ""МАДИЯ"" высокого качества рекомендуется для смазки <b><i>машин</i></b> взамен говяж."	COMPARE	1.6	1	1	3	1	2
машина	Мы садимся в <b><i>машину.</i></b>	-- Ты действительно думал купить ей <b><i>машину</i></b> -- спросил Карташев.	COMPARE	4.0	4	4	4	4	4
машина	"На автомобильной гонке на выносливость <b><i>машин</i></b> Петербург-Рига-Петербург прибыла первой в 2 часа 23 минуты пополудни <b><i>машина</i></b> завода Оппель, фирмы ""Победа"" без штрафных очков."	Сотни работников уверенно ходили между <b><i>машинами,</i></b> и ни шаги их, ни голоса не были слышны среди моря звуков.	EARLIER	1.0	1	1	1	1	1
машина	На платформе царствовало необычайное оживление: выгружали земледельческие <b><i>машины</i></b> и камень, слышалась беготня и громкие крики на странном горловом жаргоне.	Сонно чмокают шлепки плиц, под палубой тяжело возится <b><i>машина,</i></b> сипит-вздыхает пар, дребезжит какой-то колокольчик, глухо ерзает рулевая цепь, но все звуки -- не нужны и как будто не слышны в дремотной тишине, застывшей над рекой.	EARLIER	3.2	2	2	4	4	4
машина	Начали работать в <b><i>машине,</i></b> выбирать лед и грязь.	Людей невозможно считать только умственными <b><i>машинами,</i></b> располагая ими так, как располагает полководец массами солдат, когда составляет план баталии.	EARLIER	1.6	1	2	1	1	3
машина	"Но он избрал ""корвайр"", создал ему дурную славу; спрос на эту <b><i>машину</i></b> прекратился, и она стала достоянием музеев."	Бежала рядом дорога, шоссе -- темное и прямое, -- проносилась по нему <b><i>машина</i></b> с желтыми фарами, высвечивала по очереди все дорожные знаки, стрелы и надписи.	LATER	3.8	4	4	3	4	4
машина	"О том, что <b><i>машина</i></b> найдена, он узнал рано утром перед выездом из Лиды, когда по ""ВЧ"" позвонил в Управление и ему перечислили все основные происшествия минувших суток в районе передовой и в тылах фронта."	Это было так же нужно, как обедать, когда есть хочется; и для этого так же нужно, как приготовить обед, нужно было вести хозяйственную <b><i>машину</i></b> в Покровском так, чтобы были доходы.	COMPARE	1.2	2	1	1	1	1
машина	О цене <b><i>машин</i></b> Полгеймовых стыжуся писать, как несогласно с первым, для которого просил я его зятя, чтоб к нему отписал о присылке последней резолюции, которую, надеюся, получа на предбудущей почте к вам отправлю.	Для писателя, привыкшего писать на писальной <b><i>машине</i></b> (а в Америке это становится обычным делом), нет абсолютно никакого затруднения самому набирать свое произведение.	EARLIER	2.8	1	1	4	4	4
машина	Общими усилиями -- Семен, Дитятичев, Дудырев, шофер с <b><i>машины</i></b> -- цепляясь за густую шерсть на боках, толкая друг друга плечами, перевернули тяжелую тушу.	"Понятно, что не по каждому делу можно было пускать в ход такую громоздкую <b><i>машину;</i></b> при широком развитии частного судопроизводства (так называемых третейских судов, см. с. 133) только самые крупные как гражданские, так и уголовные дела достигали суда ""гелиастов""."	COMPARE	1.8	4	2	1	1	1
машина	Одна из вражеских <b><i>машин</i></b> вышла из строя.	"Двигатели ""Каравеллы"" -- так назвали конструкторы реактивный лайнер, положивший начало новому направлению в компоновке самолетов, -- перекочевали на самый хвост <b><i>машины.</i></b>"	LATER	3.4	4	3	4	4	2
машина	Он не ради щегольской фразы, но от глубины чистого и любящего сердца произнес свой афоризм на большом московском собрании матерей: -- Тот, кто написал хорошую книгу для детей или изобрел детские штанишки, не связывающие движений и приятные в носке, -- тот гораздо более достоин благодарного бессмертия, чем все изобретатели <b><i>машин</i></b> и завоеватели стран.	Направляя поршневый стержень паровой <b><i>машины</i></b> посредством кулисы или параллелей, особенное внимание обращают на то, чтоб они были выполнены с возможным совершенством.	COMPARE	3.0	4	1	2	4	4
машина	Она остановила <b><i>машину</i></b> не совсем ладно, мотор заглох.	Эмгебистская легковая <b><i>машина</i></b> исчезает за углом, а я остаюсь на мостовой с большим плохо связанным узлом в руках.	LATER	4.0	4	4	4	4	4
машина	Они понурились и старались не смотреть в сторону <b><i>машины.</i></b>	Вот какая-то <b><i>машина</i></b> проехала слишком близко к милиционеру, и тот отпрыгнул, но тут же засвистел и побежал штрафовать.	LATER	4.0	4	4	4	4	4
машина	"Последуем же за Гальвани в его знаменитых опытах: ""Я разрезал лягушку и положил ее безо всякого умысла на стол, где на некотором расстоянии стояла электрическая <b><i>машина.</i></b>"	Потом -- дача, приезд шурина на <b><i>машине,</i></b> богатый стол, батарея водочных бутылок, салат с крабами под майонезом, и домашние грибы в миске -- гриб мелкий, ненабрякший, в меру скользкий, в меру плотный -- хороший, не черный гриб, и хлеб черный -- теплый.	LATER	1.2	1	1	2	1	1
машина	Потом они вызвали бы папину персональную <b><i>машину</i></b> и, бледные, взволнованные, отправились бы в писчебумажный магазин, обмениваясь по дороге соображениями, зачем мне так подозрительно срочно понадобилась тетрадь.	"Вам лучше всего переговорить с Ринчино, с военным ведомством, оно посылает три <b><i>машины</i></b> за Косичем в Верхнеудинск!""."	LATER	4.0	4	4	4	4	4
машина	"Поэтому все говорит за постройку простейших ""багги"", <b><i>машин</i></b> массового типа, которые могут быть успешно использованы для учебно-тренировочной работы и для участия в кроссах, в первую очередь местного значения."	Я уверен, что всякая заминка в деле флота будет для него гибельной, нельзя на полном ходу останавливать или давать задний ход <b><i>машине</i></b> -- это ведет к ее поломке.	COMPARE	2.6	4	4	3	1	1
машина	При сем заводе таковых разных <b><i>машин</i></b> 13, которые изобрел Полгейм.	Эти <b><i>машины</i></b> я видел на выставке в Miinchen'e в ходу и, продолжительное время старательно наблюдая их функционирование, убедился в его простоте и правильности, на что мое внимание обратили и в Берлине.	EARLIER	3.0	1	3	4	4	3
машина	Рабочей же силы, по предварительному расчету, понадобится двести тысяч человек, на четыре года, при условии применения лучших и дорогих <b><i>машин.</i></b>	В стране с неразвитою или первобытною правительственною <b><i>машиною</i></b> и промышленностью нет спроса для истинного образования, особенно высшего, и там, где господствуют вялость и формализм, самостоятельные специалисты с высшим образованием не находят деятельности в общественных и государственных сферах, а потому впадают или в метафизические абстракты и уродливые утопии, или просто в отчаяние и излишества, а в лучшем случае -- в ненужную диалектику и декадентское празднословие.	EARLIER	1.2	1	1	2	1	1
машина	Сия <b><i>машина</i></b> требует колодезя, который глубоко в землю выкопан и обстроен кирпичом и купно на своем верху имеет четвероугольный ящик для воды, который довольно всегда в себя втекающей воды иметь должен; над глубоким колодезем строят высокие деревянные быки, на которых верхней части ворот находится, который свободно поворачиваться может.	Решили поставить таковые при д. Катышево, для чего катышевским обществом обещано выстроить для пожарной <b><i>машины</i></b> сарай.	EARLIER	2.0	2	2	3	1	2
машина	Сложнейший комплекс <b><i>машин</i></b> перемещался в каменном чреве подводной горы, погружаясь в хрупкий красно-бурый минерал.	"-- У них есть у кого-нибудь ""Москвич-400"" Милицейский сержант усмехнулся: -- На те деньги, что они зарабатывают, только <b><i>машины</i></b> и покупать."	LATER	1.8	1	2	2	3	1
машина	"Стали ломать матрицы, вставлять в <b><i>машину</i></b> ""ё"", доливать на словолитне шрифты, на пишущих <b><i>машинках</i></b> буквы нет, так две точки над ""е"" ставили руками, полетели приказы."	Невиданный размах производства льнотеребилок в СССР, высокие темпы модернизации и разработки новых <b><i>машин</i></b> послужили своеобразным катализатором для зарубежных фирм.	LATER	2.2	1	2	2	2	4
машина	Теперь же оказывалось, что т двое, сломавъ <b><i>машину,</i></b> спрятали ее, сами притаились было, но погодя, благоразумно объявились.	Куриная заявила приставу 2 полиц. части, что украденная у нее в апреле мес. швейная <b><i>машина</i></b> находится на Покровской площади, в доме Соломко, где действительно эта <b><i>машина</i></b> и была найдена; при чем новая хозяйка ее предъявила расписку, из которой видно, что <b><i>машина</i></b> куплена Соломко 30 апреля этого года у М. Пастуновой за 35 руб.	COMPARE	2.6	4	1	3	4	1
машина	Теперь из окон можно было осмотреть <b><i>машину.</i></b>	-- Хорошо, а где <b><i>машина</i></b> находится -- Метров пять от берега.	LATER	4.0	4	4	4	4	4
машина	Топором <b><i>машину</i></b> не чинят.	"А раз был такой случай: ""При приближении поезда X., желая удержать мою Бетси, поднял руку; лошадь, испугавшись взмаха руки и свистка <b><i>машины,</i></b> вдруг поднялась на дыбы и выбила меня из седла; я упала всей тяжестью на левую сторону."	COMPARE	3.6	3	4	4	4	3
машина	Точно так же колхозом производится доставка с.-х. <b><i>машин</i></b> и орудий с ж.-д. станции или пристани на усадьбу МТС и с усадьбы к месту работы и обратно.	Перешли к <b><i>машинам,</i></b> где из листов выбиваются кружки.	COMPARE	2.0	1	2	4	1	2
машина	Тут я впервые приоделся как следует, попил-поел вволю; опять же дача, <b><i>машина,</i></b> сертификаты, за границу меня стали понемногу выпускать, сначала в соцстраны, потом глядишь, и в Италию съездил; докторская у меня была уже на подходе, в институте мои недоброжелатели приутихли.	"""Одно из средств, -- говорится в ""Земледельческой газете"", -- выхода из настоящего критического положения заключается в сумме тех мер, которые могут поднять хозяйство землевладельцев, вызвать улучшенное хозяйствование, следовательно, прекращение системы сдачи полей кругами, устройство батрачного хозяйства, введение усовершенствованных <b><i>машин,</i></b> орудий, пород скота, многопольной системы, улучшение лугов и выгонов и пр. и пр.""."	COMPARE	2.0	2	1	3	1	3
машина	У нас на постирушечки две женщины приставлены особо, а белье все <b><i>машиной.</i></b>	"Стачки бывали в России и в 70-х и в 60-х годах (и даже в первой половине XIX века), сопровождаясь ""стихийным"" разрушением <b><i>машин</i></b> и т. п. По сравнению с этими ""бунтами"" стачки 90-х годов можно даже назвать ""сознательными"" -- до такой степени значителен тот шаг вперед, который сделало за это время рабочее движение."	EARLIER	1.6	1	2	3	1	1
машина	Удрав с Радио до срока, покатил к старым доблестным моим морякам -- зенитчикам на Глинка-стрит, дабы просить <b><i>машину</i></b> под дрова.	На заводе, как на настоящей фабрике-кухне, весь процесс формирования продукции осуществляется в закрытых <b><i>машинах.</i></b>	LATER	1.4	1	1	3	1	1
машина	Через сверкающие окна видны колеса, огни, <b><i>машины.</i></b>	"Гулять на улицу меня не пускали, да и некогда было гулять, -- работа всё росла; теперь, кроме обычного труда за горничную, дворника и ""мальчика на посылках"", я должен был ежедневно набивать гвоздями на широкие доски коленкор, наклеивать на него чертежи, переписывать сметы строительных работ хозяина, проверять счета подрядчиков, -- хозяин работал с утра до ночи, как <b><i>машина.</i></b>"	COMPARE	1.8	3	1	2	1	2
машина	Эта <b><i>машина</i></b> имеет вид щипцов, обе половины которых удивительно своеобразно сконструированы.	Так, например, в Англии в некоторых больших школах, где мальчики живут по пятидесяти и даже по двести человек у учителей, начальники этих пансионов сдают чистку сапог особому предпринимателю, который берет на себя вычистить каждое утро на <b><i>машине</i></b> тысячу пар сапог.	EARLIER	3.0	1	4	3	4	3
машина	Это потому, что над землей и в земле стучали без отдыха <b><i>машины,</i></b> вертелись чугунные колеса, бежали канаты.	Новая пиловалная <b><i>машина,</i></b> в которой будет лес пиловатся. д.	EARLIER	3.6	4	4	4	3	3
машина	Я тоже буду куда-то все время мчаться, несмотря на то что зимой мчаться как раз не следует, потому что скользко и <b><i>машину</i></b> то и дело заносит.	Или по каким-нибудь впечатлениям, которые они могли бы произвести на наши молодые натуры; мы просто отходили от них, как от <b><i>машин,</i></b> перестававших действовать, и духовные связи с учителями порывались в минуту, когда кончались отношения ученика к учителю.	COMPARE	1.4	2	1	1	1	2
молодец	"""А ну, орелики, взяли!"", ""Молодцы, орелики!""."	Она, любовно смотря на него, понимала, что в такого молодца каждая может влюбиться.	COMPARE	1.6	1	1	1	4	1
молодец	-- <b><i>Молодец,</i></b> Рэсси! -- не выдержал Сергей.	<b><i>Молодец</i></b> анархист!	LATER	3.4	1	4	4	4	4
молодец	-- <b><i>Молодец,</i></b> что заступились.	Но как он сюда попал Как Катя ему ничего не сказала Неужели она в заговоре против него с этим молодцом Или сама ничего не знает Он решил продолжать свой легонький допросец.	EARLIER	1.0	1	1	1	1	1
молодец	-- <b><i>Молодец,</i></b> что поступил на железную дорогу.	Вот кто <b><i>молодец</i></b> -- так это я: что я ни начну делать, все выйдет хорошо, а у вас сноровки нет.	COMPARE	3.8	4	4	4	3	4
молодец	-- <b><i>Молодец,</i></b> что приехал.	Пара бежит, и <b><i>молодец</i></b> ловит подругу.	COMPARE	1.0	1	1	1	1	1
молодец	-- <b><i>Молодец-то</i></b> не таков, Степан Михайлыч, чтоб его легко провести, -- молвил Терентьич.	<b><i>Молодец,</i></b> барыня, нечего сказать, но ради Бога будь без меня осторожнее.	EARLIER	1.6	1	1	1	1	4
молодец	-- Ай, <b><i>молодец!</i></b> -- шипел из укрытия Пулькин.	-- Мать у нас <b><i>молодец.</i></b>	LATER	3.8	4	4	4	3	4
молодец	-- Батюшка боярин, -- сказал он, -- оно тово, может быть, этот <b><i>молодец</i></b> и правду говорит: неравно староста отпустит этих разбойников.	Запорожцы подняли головы, перекрестились, и один из них сказал: -- <b><i>Молодец!</i></b>	EARLIER	1.0	1	1	1	1	1
молодец	-- Да А по-моему, она <b><i>молодец.</i></b>	-- А! Козельцов, Козельцов! хорошо, что приехал, <b><i>молодец!..</i></b>	COMPARE	3.4	4	4	4	1	4
молодец	-- Еще что есть судить -- Будем еще мало, атаманы-молодцы!	"""Молодец! -- думал Курганов о Борине."	LATER	1.8	4	1	1	2	1
молодец	-- Здравствуй, <b><i>молодец,</i></b> здравствуй!	О, да каким молодцем соскочил с коня!..	COMPARE	3.6	4	3	3	4	4
молодец	-- Какая <b><i>молодец!</i></b>	Барышня -- <b><i>молодец,</i></b> заметила, что ты с нее влюбленных глаз не сводишь, а молчишь, как пень, дай, думаю, сама этого робкого воина поймаю.	COMPARE	4.0	4	4	4	4	4
молодец	-- Молодцы, артиллеристы! -- крикнул он, направляясь к ним.	Он привез себе на подмогу еще молодца из лавки -- с короткой бычьей шеей и тупым лбом.	COMPARE	1.0	1	1	1	1	1
молодец	-- Надеюсь, ребята, вы оправдаете доверие государя императора и будете такими же молодцами, как и были! -- проговорил, окончив чтение, командир, который еще до официального уничтожения телесных наказаний запретил их у себя на корвете.	-- Придержите-ка его, ребятки! -- тихо распорядился Летучий, кивнув двум обыскивавшим молодцам из своей шайки, а сам весьма медленно, внушительно и с торжествующим самодовольством, видимо красуясь перед толпой, стал засучивать свои рукава.	EARLIER	2.0	1	1	1	4	3
молодец	-- Почему день рождения в разные годы приходится на разные дни недели <b><i>Молодец!</i></b>	"Она сказала: ""Ты, конечно, плохо выступил, но ты <b><i>молодец.</i></b>"	LATER	3.6	4	4	4	4	2
молодец	-- Пустяковое дело, -- небрежно говорит Молодцов.	"В окнах все дивились, народ останавливался и одно говорил: ""Ах, лошадь! ах <b><i>молодец!</i></b> ну уж нечего сказать! эна! эна!"""	COMPARE	1.0	1	1	1	1	1
молодец	-- Ты -- <b><i>молодец,</i></b> доброе дело делаешь.	Профессионал -- <b><i>молодец,</i></b> углядел лошадь.	LATER	3.4	4	4	1	4	4
молодец	-- Феденька, друг любезный, -- похлопал его по плечу Залетный, -- очнись, будь молодцом!	"Дело в том, что еще в прошлом году, во время Ярилиных игрищ, когда молодцы играли с девицами в старинную игру и, конечно, ""нароком"", для игрища только -- ""умыкали у воды девиц"", Остромирушку на тот раз ""умыкал"" боярский сын Павша Полинарьин -- и так приглянулся девушке!.."	EARLIER	1.8	1	1	4	1	2
молодец	-- Эй, тише, добрый <b><i>молодец,</i></b> тише! -- закричал ему прохожий.	Едем, -- и привезём с собой десяток добрых молодцов.	EARLIER	4.0	4	4	4	4	4
молодец	...И откуда знать было осиротевшей Дашеньке, что Митя её жив, невредим Вот он сидит в избе с кудрявым молодцом Иваном Почиталиным, и веленьем государя оба сочиняют манифест.	-- Стишки <b><i>Молодец.</i></b>	LATER	2.4	1	2	1	4	4
молодец	<b><i>Молодец,</i></b> Бахушка.	Он смотрит вовсе не дружелюбно на приехавших молодцов, что пытались так бесцеремонно и самоуверенно проломиться в двери к командующему.	LATER	1.0	1	1	1	1	1
молодец	<b><i>Молодец</i></b> от Горя в царев кабак, а Горе за ним с кошельком бежит и грошами бренчит, стоит за винною бочкою со стаканчиком, со хрустальным.	Красавец и <b><i>молодец</i></b> собой, красноречивый и увлекательный в обществе, неустрашимый на поле битвы -- он был обожаем войском и народом, и имея сильное влияние на умы, воспламенял их жаждою славы.	EARLIER	2.2	4	1	2	1	3
молодец	<b><i>Молодец</i></b> парень!	-- А вот мать у тебя, видать, <b><i>молодец!</i></b>	LATER	4.0	4	4	4	4	4
молодец	<b><i>Молодец</i></b> хоть куда!	Для сего-то я нашел средство -- если бы только удалось оно -- вдруг братство наше увеличить присовокуплением сотни храбрых опытных молодцов, которым ничто уже между нами дико не покажется; а сверх того, судя по общим слухам, они должны быть недальними нашими соседями.	EARLIER	2.8	1	4	3	3	3
молодец	Александра Ивановича ее отец всегда аттестовал как образцового офицера, молодца во всех отношениях, и она благоговела перед ним.	-- Браво, <b><i>молодец!</i></b>	LATER	2.4	1	3	1	4	3
молодец	Более того, Эд скорее выглядел молодцом, бросившимся на врага, и только потому, что враг был много старше и сильнее, получившим удар по скуле.	Колхозные ребята с завистью смотрели на этих молодцов в городских костюмах, в соломенных, с черной лентой шляпах, с новенькими часами на руках, когда они раз в месяц приезжали на побывку домой, угощали молодежь вином, а стариков -- занимательными рассказами и в свободное время снисходительно поучали колхозных трактористов насчет ремонта и профилактики.	LATER	1.4	1	1	1	2	2
молодец	Бравые молодцы раздували два меха, нагоняли в горн через два глиняных сопла воздух и поднимали жар до 1300 градусов; руда расплавлялась, ее охлаждали, опуская в воду.	-- Экой черт! -- кричали ему вслед молодцы, -- прямая шалава!.. погоди, обронил хвост у лошади.	COMPARE	2.8	1	4	4	1	4
молодец	В продолжение заученного рассказа дед, бывало, гладил меня по голове, называл молодцом и трепал по щечкам, дополняя детское повествование мое разными прибаутками.	-- Ударь нос направо, молодцы!!!	EARLIER	2.0	1	1	4	1	3
молодец	В столовую, на паркет, молодцы-плотники, в родовых рубахах, чистые, русые, ясноглазые, пахнущие березой банной, втаскивают огромный рогожный тюк с выпирающей из него соломой, и сразу слышно, как сладко запахло яблоком.	-- <b><i>Молодец,</i></b> что догадался.	LATER	1.0	1	1	1	1	1
молодец	Верит народ истцу да удалому молодцу!	"Приковывает и великолепно написанный (уже за границей) последний раздел книги -- ""Пришло молодцу к концу"", где автор рассказывает о самых драматических неделях своей жизни -- от публикации первого тома ""Архипелага"" до высылки из СССР."	LATER	2.4	1	4	3	3	1
молодец	"Говорится: ""пуля -- дура, штык -- <b><i>молодец"";</i></b> и вот, опоздали мы со штыком, дождемся мы ""пули-дуры""."	Однако, видя неловкое положение мальчика и какое-то напряженное ожидание в лице генерала, проговорил: -- <b><i>Молодец.</i></b>	EARLIER	3.4	3	3	3	4	4
молодец	Жданова П. Н. сказала, что была бы помоложе влюбилась бы в Петра Кузьмича, который такой <b><i>молодец</i></b> (на 40 лет выглядит).	Встретили его два молодца Майкл и Джон и их мама Мэри.	LATER	2.4	4	1	2	2	3
молодец	Запасные лаковые сапоги просились не в Москву, молодцами-скороходами, а скорее на базар.	-- А все вино, вино, девушки, не было молодца побороть винца!	LATER	2.0	1	1	3	4	1
молодец	Знала она вашего Бориса мальчуганом, а ведь теперь приедет капрал, <b><i>молодец,</i></b> в мундире.	<b><i>Молодец</i></b> выпустил хозяйкину руку и от ее толчка отлетел на два шага в сторону.	EARLIER	3.0	3	4	3	4	1
молодец	Зыков удивился: -- Ну Неужто так-таки к чорту и послал -- нахмурил лоб, подумал и сказал улыбаясь: -- <b><i>Молодец.</i></b>	В прихожей раздались шаги, откашливанье в кулак и в залу вошли молодцы Ивана Лукича.	COMPARE	1.0	1	1	1	1	1
молодец	И прилетели на двор, и вдарились, и стали молодцами, войшли у хату, и стали пит и гулят.	Что же <b><i>Молодец!</i></b>	EARLIER	2.0	1	1	3	4	1
молодец	Когда до чего дойдет, мне надобно молодцов и городских и деревенских.	Молодцы поклонились и вышли, доедая по дороге куски булки.	EARLIER	3.6	4	4	4	4	2
молодец	Когда пели тягучие, грустные песни, казалось, что каменные стены трактиров сжимаются и душат, а когда хор пел бойко, удало и пестро одетые молодцы плясали -- стены точно ветер колебал и раздувал.	"И царевны наверх, уж крепко их держат, а чернцов да уродов зовут в рядне, в веригах, скинут рубища да хари писаные, глянь -- под ними молодцы -- веди в терем!"""	LATER	4.0	4	4	4	4	4
молодец	Когда я уезжал из деревни, ему было около сорока лет, и он тогда выглядел <b><i>молодец</i></b> молодцом.	"Первая охота прикрывалась поговоркою, что ""быль молодцу не укора""; а вторая, что ""выпить мужчине не беда"" и что ""кто пьян да умен, -- два угодья в нем""."	EARLIER	2.6	4	2	4	1	2
молодец	Местные коммунальные службы просто молодцы -- еще днем успели дать в дома тепло, а вечером -- даже горячую воду.	Кто устоит, того брал к себе в дружину, и таким образом окружил себя толпой удалых молодцев, между которыми особенно прославились Костя Новоторжанин, Потанюшка Хроменький, Хомумишка Горбатенький, Толстый Фома Благоуродливый.	COMPARE	1.0	1	1	1	1	1
молодец	Молодцы Гуковского смеялись над его метаньем из стороны в сторону, что то прятали, нагло отвечая ему...	И ему хотелось, чтобы сам Игнатыч ему в лицо прямо сказал, что он <b><i>молодец,</i></b> аккуратист и первый в заводе токарь.	LATER	1.0	1	1	1	1	1
молодец	"Нарядился <b><i>молодец</i></b> в оставленные ему лохмотья, посетовал на своё ""житие великое"" и на непостоянство своих друзей, решил, что стыдно ему появиться в таком виде к отцу, к матери, к своим родным и друзьям, и пошёл он в чужую, дальнюю сторону, где сразу попал на пир."	Вот посмотри, мы двое шли дорогою и нашли вот эту шляпу-невидимку и эти сапоги-самоходы, да еще такую скатерть, которую ты на земле видишь и которую ежели развернешь, то двенадцать молодцев да двенадцать же девиц из нее выпрыгнут, и наставят на ту скатерть разных кушаньев и напитков, и станут потчевать того, кто скатерть развернет.	COMPARE	4.0	4	4	4	4	4
молодец	"Ну как здоровье А ребята <b><i>Молодец</i></b> ты, что написал о Володе (сегодня напечатали ""Испытание в воздухе"" о Кокки)."	Другой <b><i>молодец</i></b> и тоже, должно быть, приказчик, проходивший по тротуару, окликнул его: -- Зачем ты это, Вася, там был -- Плакатный выправлял!..	COMPARE	1.0	1	1	1	1	1
молодец	Ну что ж ты, <b><i>молодец,</i></b> иль не слышишь -- Праведный боже!..	Так как наш горемычный <b><i>молодец,</i></b> в Горе-Злочастии, был человек зажиточный и промышленный, то послушаем, что говорит Хмель о богатых и мастеровых.	EARLIER	3.4	1	4	4	4	4
молодец	Один <b><i>молодец</i></b> взобрался на перила и потряс шляпу, подвергаясь случайности свалиться.	<b><i>Молодец</i></b> мужчина!	COMPARE	1.0	1	1	1	1	1
молодец	Одно время оказался у меня бас, душенька, -- ну, сейчас меня, доброго молодца, в певчие снарядили.	Мой спутник был также <b><i>молодец</i></b> собою, красавец, говорун, и умел, как говорится, выказать копейку ребром.	EARLIER	3.4	1	4	4	4	4
молодец	Он -- <b><i>молодец-таки.</i></b>	Такие молодцы мы были, что из-под ручки посмотреть!	COMPARE	2.2	2	1	3	1	4
молодец	Он был совсем <b><i>молодец,</i></b> наш Карл!..	-- Черкесов боитесь, молодцы -- Боялась баба в лес за дровами сходить, так в дому и замерзла, -- уже по-болгарски сказал Митко.	LATER	2.0	4	1	1	3	1
молодец	По его бокам стояли два безмолвных молодца из его охраны, однолетки ему, в белых, успевших посереть овчинных коротайках с курчавой мерлушковой выпушкой.	-- И обратясь к молодцу: -- А знаешь, кто пред тобой сидит Я пред тобой сижу, ржевский купец Абросим Твердозадов, фабрикант.	LATER	4.0	4	4	4	4	4
молодец	Полиция разыскивает обоих молодцов.	Позапрошлым годом такого молодца мы судили.	EARLIER	4.0	4	4	4	4	4
молодец	Прокурор <b><i>молодец!</i></b>	А ты, <b><i>молодец,</i></b> тебя Матвеем звать Из Фотьянки.	COMPARE	2.0	3	1	4	1	1
молодец	"Самый веселый урок у нас был анатомия: добрые молодцы, в основном семнадцатилетнего возраста, приносили в класс ""шкелет"", как они называли наглядное пособие, устанавливали его возле доски то в хулиганской, то в сексуальной позе, и хотя слово это в те годы было неизвестно, девчонки все равно догадывались, ""об чем это"", и которые хихикали, которые плевались, но все ждали учителку, как она-то отреагирует."	Подцепила молодца!	COMPARE	3.6	4	4	2	4	4
